公司名称,工商名称,公司网址,成立时间,地点,运营状态,行业,子行业,融资时间,轮次,融资金额,投资方,融资总额,估值,团队,公司简介,详细地址,公开电话,公开邮箱,笔记
橙子自动化,深圳橙子自动化有限公司,http://www.ioranges.cn/,2014-06,广东-深圳,运营中,硬件,机器人,2018-07-18,B轮,9375万人民币,"经纬中国,GGV纪源资本,祥峰投资,信中利资本,明势资本",1.25亿,未透露,邵勇锋:公司负责人,橙子自动化是一家工业自动化系统集成服务商，主要提供3C电子领域的柔性自动化生产线、机器人及机器视觉应用调试服务，比如手机自动装配线、手机自动化测试线等。,深圳市宝安区福永街道中粮机器人工业园3栋二层,0755-23011582/9582,info@ioranges.cn,-
,,,,,,,,2017-08-25,A轮,2800万人民币,"经纬中国,祥峰投资,明势资本",,,,,,,,
,,,,,,,,2017-01-19,Pre-A轮,未透露人民币,祥峰投资,,,,,,,,
,,,,,,,,2015-11-02,天使轮,数百万人民币,明势资本,,,,,,,,
蓝胖子机器人,深圳蓝胖子机器人有限公司,http://www.dorabot.com/,2014-02,广东-广州,运营中,硬件,机器人,2018-02-28,A+轮,数千万美元,"创新工场,云锋基金,洪泰基金-洪泰资本控股,金浦投资",2.25亿,未透露,张浩:CEO,蓝胖子机器人是一家智能机械手研发商，致力于研发与机器人相关的智能硬件系统，包括人工智能学习、机器视觉、触觉感知、自主导航、多机协作、移动平台操作等项目。,深圳市南山区华侨城创意园A5-227,0755-2691-8264,info@dorabot.com,-
,,,,,,,,2015-09-08,A轮,数千万人民币,创新工场,,,,,,,,
,,,,,,,,2014-05-13,天使轮,未透露人民币,洪泰基金-洪泰资本控股,,,,,,,,
智造未来机器人,智造未来（北京）机器人系统技术有限公司,http://www.futurewise.com.cn/,2015-02,北京-丰台区,运营中,硬件,机器人,2016-11-16,Pre-A轮,数千万人民币,紫辉创投,3300万,未透露,"韩雷:CEO兼总经理,沈啸:设计总监,韩业鑫:技术总监",智造未来机器人是一家文化加技术并行的版权型公司，致力于打造世界级机甲科幻文化，并将科幻做成真的。目前正在开发原创机甲科幻世界观《灵核世界》以及相关机甲娱乐产品，产品有漫画《Siprit英雄传》、外骨骼式机甲NK01、以及大型驾驶舱式机甲参水猿XX21，凭借着团队的技术开发能力、文化开发能力、以及考究的制作能力，智造未来涉及的产业链有主题乐园、商业地产、音乐节、大型机器人竞技、大型演出、电影、游戏、小说、综艺等。,北京市朝阳区下甸甲3号院1号楼一层C116A室,"18618306682	", cyl0120son@163.com,-
,,,,,,,,2015-11-09,天使轮,数百万人民币,"京东,AC加速器,元航资本",,,,,,,,
奇智网络,南京奇智网络技术有限公司,http://www.smartnlp.cn,2014-09,江苏-南京,运营中,企业服务,销售营销,-,-,-,-,-,-,,奇智是一个SaaS模式全渠道全媒体智能客服云平台，用户可以轻松完成知识库定制，实现智能客服与自身业务的迅速对接。,,,,-
知图信息,知图（上海）信息技术有限公司,http://www.mappertek.com,2013-01,上海-徐汇区,运营中,企业服务,行业信息化及解决方案,2013-02-24,种子轮,未透露人民币,seedvc,-,未透露,谢建平:CEO,知图信息是一家全自动化定位导航及智能控制系统开发商，主要研究方向是基于自动化工业生产、自动化物流仓库存储及智能交通系统中所需的定位导航和控制技术，包括高精度实时定位、环境感知和智能预警技术、导航路径规划技术、车辆辅助驾驶技术及智能控制技术。,上海市徐汇区漕宝路509号9幢101-33室,,,-
华夏视科,北京华夏视科图像技术有限公司,http://www.sinomvtech.com/,2010-01,北京-海淀区,运营中,企业服务,行业信息化及解决方案,-,-,-,-,-,-,,华夏视科是一家专注于提供视觉与图像质量检测解决方案和服务的高科技企业。,,,,-
灵伴科技,北京灵伴未来科技有限公司,http://www.lingban.cn/,2014-02,北京-海淀区,运营中,企业服务,行业信息化及解决方案,2017-12-16,B轮,未透露人民币,和璞资本,3000万,未透露,"陈博:创始人,庞在虎:CTO",灵伴科技是一家智能语音技术领域的创业公司，主要专注于语音抗噪、语音识别、语音合成和语言理解核心技术的研发，并开展移动互联网、智能汽车、智能家电、呼叫中心、教育、金融等不同领域的深度应用业务。公司核心成员由多名来自北大、清华的博士及工商管理硕士（MBA）组成，80%以上拥有博士学位。,北京市海淀区苏州街长远天地大厦B1-704,(010)82609211,services@ling-ban.com,-
,,,,,,,,2016-11-04,A+轮,未透露人民币,尚珹资本,,,,,,,,
,,,,,,,,2016-03-04,A轮,数千万人民币,"和璞资本,泰达科投,开元基金,中证大道",,,,,,,,
,,,,,,,,2014-12-30,天使轮,未透露人民币,-,,,,,,,,
速腾聚创,深圳市速腾聚创科技有限公司,http://www.robosense.cn/,2014-08,广东-深圳,运营中,硬件,机器人,2018-10-11,战略投资,3亿人民币,"菜鸟网络(阿里巴巴),北汽产业投资基金,上汽投资-尚颀资本",3.43亿,未透露,邱纯鑫:CEO,速腾聚创 (RoboSense) 是全球领先的自动驾驶激光雷达环境感知解决方案提供商。公司利用自主研发的具有世界领先水平的机器人感知产品，将激光雷达传感器硬件方案、三维数据处理算法和深度学习技术相结合。通过持续的技术创新，让机器人拥有超越人类眼睛的环境感知能力。,广东深圳南山-西丽 众冠红花岭工业园南区2区6栋2楼 速腾聚创运营中心,0755-86325830,Service@sz-sti.com,-
,,,,,,,,2018-05-18,C轮,未透露人民币,"北汽产业投资基金,普禾资产,粤民投",,,,,,,,
,,,,,,,,2017-11-15,B轮,未透露人民币,复星锐正资本,,,,,,,,
,,,,,,,,2016-06-29,A+轮,数千万人民币,"复星集团,昆仲资本",,,,,,,,
,,,,,,,,2016-01-04,A轮,1000万人民币,东方富海,,,,,,,,
,,,,,,,,2015-04-30,天使轮,数百万人民币,东方富海,,,,,,,,
小知科技,杭州小知科技有限公司,http://www.zizizizizi.com/,2015-04,浙江-杭州,已关闭,教育,K12,2016-01-05,天使轮,500万美元,ATA教育,3250万,1.625亿元,俞乃博:CEO,杭州小知科技是一家基于人工智能的学习平台，致力于打造全场景帮助用户连结世界和未来的智能产品，以及提供所需要的人工智能技术和服务，主打产品为人工智能教育平台“小吱”。,杭州市滨江区长河街道滨安路688号2幢E楼一层197室,,,-
灵聚科技,广州灵聚信息科技有限公司,http://www.lingjuai.com,2013-06,广东-广州,运营中,硬件,机器人,2016-08-23,A轮,500万人民币,珠海科创投,500万,2500万元,张胜:CEO,广州灵聚信息科技有限公司（灵聚智能）成立于2013年，一直专注于人工智能核心技术之一灵聚人工大脑的研发——这是将语义分析、知识图谱和认知计算等技术有机结合在一起的算法和数据集群，主要实现自然语言交互、自学习和认知等能力。用户有国防科技大学、IBM、Intel、软银机器人、阿里机器人、海尔、康力优蓝等,广州海珠区新港东路保利世贸B座3层,,ling@lingjutech.com,-
异构智能,北京异构智能科技有限公司,http://www.novumind.com/,2015-08,北京-海淀区,运营中,企业服务,黑科技及前沿技术,2016-12-18,A轮,1500万美元,"宽带资本CBC,洪泰基金-洪泰资本控股",1.01亿,未透露,吴韧:CEO,异构智能Novumind是一家人工智能科技公司，旗下有人工智能项目“异构神机”，提供围棋AI服务；为汽车、安防、医疗、金融等领域提供ASIC芯片＋训练模型的全栈式AI解决方案，落地应用包括安防摄像头、自动驾驶汽车、以及医疗影像等方面。,海淀区学院路35号世宁大厦908室,,,-
,,,,,,,,2016-03-08,天使轮,数百万人民币,"极客帮创投,英诺天使基金,臻云创投",,,,,,,,
阅面科技ReadSense,上海阅面网络科技有限公司,http://www.readsense.cn,2015-04,上海-静安区,运营中,企业服务,行业信息化及解决方案,2017-03-08,B轮,数千万人民币,博将资本,6600万,未透露,"赵京雷:CEO,宋向明:公司负责人","阅面科技（ReadSense）是一家人工智能公司,专注于深度学习和计算机视觉技术的研发。基于自主研发的创新性算法，通过软件以及硬件解决方案，为消费电子、智能安全、智能商业等领域，带来交互、安全以及数据洞察等视觉智能产品。",上海市静安区愚园东路28号东海广场3号楼1楼,,bussiness@readsense.cn,-
,,,,,,,,2016-03-25,Pre-A轮,数百万人民币,"众善创投,上海中悉投资",,,,,,,,
,,,,,,,,2016-03-01,A轮,数千万人民币,"众善创投,索道投资,仁智资本",,,,,,,,
,,,,,,,,2015-11-01,天使轮,数百万人民币,-,,,,,,,,
图森未来,北京图森未来科技有限公司,http://www.tusimple.com/,2015-09,北京-朝阳区,运营中,汽车交通,车联网及硬件,2017-11-21,C轮,5500万美元,"治平资本,复合资本,新浪",6.03亿,未透露,"陈默:CEO,侯晓迪:CTO,李祥曦:VP兼产品总监,郝佳男:VP兼工程总监,王乃岩:首席数据科学家",北京图森未来科技有限公司是一家专注于自动驾驶货运卡车技术研发与应用的人工智能创业企业。公司成立于2015年9月，在中国的北京市、河北省唐山市，美国加州圣迭戈市、亚利桑那州图森市等多地设有研发中心，核心技术团队来自加州理工学院、卡内基梅隆大学、南洋理工大学、早稻田大学、香港科技大学等全球顶尖院校。,北京市朝阳区光华路甲9号世贸商务楼6层,010-59427595,contact@tusimple.com,-
,,,,,,,,2017-08-03,B+轮,未透露人民币,NVIDIA英伟达,,,,,,,,
,,,,,,,,2017-04-12,B轮,数千万美元,NVIDIA英伟达,,,,,,,,
,,,,,,,,2016-01-19,A轮,5000万人民币,新浪微博基金,,,,,,,,
文因互联,北京文因互联科技有限公司,http://memect.cn/,2015-11,北京-海淀区,运营中,金融,金融信息化,2017-08-15,A轮,数千万人民币,"中新力合,睿鲸资本",6300万,未透露,"鲍捷:CEO,张强:CTO,王丛:首席知识官,孙洋:公司负责人",文因互联是国内领先的金融人工智能技术与服务提供商。我们用国际先进的知识图谱技术，对金融数据进行结构化提取和智能化分析，帮助金融从业者提升工作效率，创造更多价值。产品及解决方案介绍：我们提供自动化公告摘要、自动化研报摘要、自动化报告写作、金融查询机器人、金融搜索等智能金融核心工具。,北京市海淀区海淀西大街36号 昊海楼3层,,contact@memect.co ,-
,,,,,,,,2017-03-01,Pre-A轮,数千万人民币,"挚金资本,无量数据",,,,,,,,
,,,,,,,,2016-03-01,天使轮,数百万人民币,-,,,,,,,,
米文动力,北京米文动力科技有限公司,http://www.miivii.com/,2015-06,北京-海淀区,运营中,硬件,机器人,2018-03-22,A轮,数千万人民币,"硅谷银行Silicon Valley Bank,嘉铭浩春",6000万,未透露,杨冠文:CEO,米文动力是一家机器人领域的通用智能控制系统解决方案提供商，致力于打造一款通用、高度智能化的机器人大脑，并以此为基础打造机器人开发通用平台，“让天下没有难开发的机器人”。,北京市海淀区花园北路14号环星大厦c座208,135-8197-0606,,-
,,,,,,,,2015-09-09,天使轮,数千万人民币,"云天使基金,天使投资人",,,,,,,,
翼动科技,重庆翼动科技有限公司,http://www.etuav.com,2013-09,重庆-江北区,运营中,硬件,飞行器,2016-03-17,A轮,5500万人民币,联络互动,5500万,1.3502亿元,乐放:CEO,重庆翼动科技是一家无人机科技公司，为我国各特种行业和部门提供智能、可靠的空中作业平台，为客户提供侦察、取证、监视、巡检和搜索等服务。,重庆市北部新区云枫路2号汽车工业园C区, 023-63011416, info@etuav.com,-
CEEWA奇蛙无人机,南京奇蛙智能科技有限公司,http://www.ceewa.com/,2015-01,江苏-南京,运营中,硬件,飞行器,2017-05-18,A轮,数千万人民币,"方广资本,云启资本",4000万,未透露,"段文博:创始人,郭力:总经理",奇蛙CEEWA是一个主打产品为智能跟拍运动无人机——奇蛙无人机的品牌。致力于以全新的飞行态度，使飞行不再是少数人的专利，隶属于南京奇蛙智能科技有限公司。,江苏省南京市江宁区麒麟科技创新园智汇路300号（富力科技园15栋）,400-0978-360 ,support@ceewa.com,-
,,,,,,,,2016-03-17,Pre-A轮,1000万人民币,方广资本,,,,,,,,
九爱科技,杭州九爱科技有限公司,http://www.hi9i9i.com/,2015-09,浙江-杭州,运营中,硬件,消费电子,2017-11-13,A轮,2.1亿人民币,微医,3.1亿,未透露,邵晨曦:CEO,九爱科技是一家专注于智能产品研发的移动互联网公司，围绕链接“亲情和爱”，通过智能手机、可穿戴设备、社区智慧云、社区服务O2O、社区养老及医疗等，深度整合亲情产业链资源，打造“智慧社区”互联网亲情生态系统。,杭州·钱江新城丹桂路8号汉嘉国际2901,+86-571-87357639,ivollo@ivollo.com,-
,,,,,,,,2016-03-21,天使轮,1亿人民币,-,,,,,,,,
Geek+,北京极智嘉科技有限公司,http://www.geekplus.com.cn/,2015-02,北京-朝阳区,运营中,物流,仓储服务,2018-11-21,B+轮,1.5亿美元,"祥峰投资,华平投资,火山石资本",15.75亿,未透露,"郑勇:CEO,李洪波:CTO",极智嘉 (Geek+)专注仓储物流领域，通过领先的机器人产品和人工智能技术实现高度柔性和智能的物流自动化解决方案，成为仓储物流行业技术变革的引领者。极智嘉凭借强大的技术实力、对客户需求的精准理解、完善的售后服务、ISO 9001:2008质量认证体系，提供领先可靠的一站式企业级服务。,北京市朝来高新技术产业园 Geek+,400-0450010,sales@geekplus.com.cn,-
,,,,,,,,2017-07-13,B轮,6000万美元,"华平投资,火山石资本",,,,,,,,
,,,,,,,,2017-03-19,A+轮,1.5亿人民币,"祥峰投资,高榕资本,火山石资本",,,,,,,,
,,,,,,,,2016-05-08,A轮,5000万人民币,"高榕资本,火山石资本",,,,,,,,
,,,,,,,,2015-04-26,天使轮,1000万人民币,心怡物流,,,,,,,,
旺果,上海禹昌信息科技有限公司,http://www.onegohome.com/,2011-03,上海-闵行区,运营中,硬件,机器人,-,-,-,-,-,-,孙斌:CEO,旺果是一款智能家庭机器人。隶属于上海禹昌信息科技有限公司。,上海市闵行区宜山路1698号兴迪商务大厦1303室,021-6406-2091,,-
